/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_46_982.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_46_982.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_46_982.jpg, 0, 0, 0, 7.816829E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_094.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_094.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_094.jpg, 0, 0, 0, 7.786875E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_199.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_199.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_199.jpg, 0, 0, 0, 7.881687E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_311.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_311.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_311.jpg, 0, 0, 0, 7.800529E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_411.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_411.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_411.jpg, 0, 0, 0, 7.77884E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_515.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_515.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_515.jpg, 0, 0, 0, 7.988247E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_616.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_616.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_616.jpg, 0, 0, 0, 7.889184E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_717.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_717.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_717.jpg, 0, 0, 0, 7.871712E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_827.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_827.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_827.jpg, 0, 0, 0, 7.903869E-05
/Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/center_2020_04_28_16_25_47_929.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/left_2020_04_28_16_25_47_929.jpg, /Users/KawamotoTatsunori/Desktop/study/self_driving/Data/IMG/right_2020_04_28_16_25_47_929.jpg, 0, 0, 0, 7.793633E-05
